PMCID,DOI,ArticleType,Received,Accepted,ReviewTime,URL of Editorial Board,EIC is author,Associate Editor is author,Editorial Board member is author,Comment (paper type),
PMC7215156,10.1016/j.dsx.2020.05.017,Journal Article,06-May-2020 0:00:00,07-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/cytokine-and-growth-factor-reviews/about/editorial-board,1,0,0,Original Article,
PMC7303633,10.1016/j.dsx.2020.06.020,Journal Article,09-Jun-2020 0:00:00,10-Jun-2020 0:00:00,1,https://www.sciencedirect.com/journal/cytokine-and-growth-factor-reviews/about/editorial-board,1,0,1,Article,
PMC7151441,10.1016/j.earlhumdev.2020.105043,Journal Article,06-Apr-2020 0:00:00,07-Apr-2020 0:00:00,1,https://www.journals.elsevier.com/early-human-development/editorial-board,0,0,0,Article,
PMC7141482,10.1016/j.ejca.2020.03.021,Journal Article,27-Mar-2020 0:00:00,28-Mar-2020 0:00:00,1,https://www.ejcancer.com/content/edboard,0,1,0,Original Research,
PMC7278653,10.1016/j.eml.2020.100817,Journal Article,04-Jun-2020 0:00:00,05-Jun-2020 0:00:00,1,https://www.sciencedirect.com/journal/extreme-mechanics-letters/about/editorial-board,0,0,1,Review,
PMC7174183,10.1016/j.encep.2020.04.004,Journal Article,09-Apr-2020 0:00:00,10-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/lencephale/about/editorial-board,0,0,1,Mémoire original,french version
PMC7174154,10.1016/j.encep.2020.04.005,Journal Article,13-Apr-2020 0:00:00,14-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/lencephale/about/editorial-board,1,0,1,Original article,
PMC7185013,10.1016/j.envres.2020.109605,Journal Article,24-Apr-2020 0:00:00,25-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/environmental-research/about/editorial-board,0,0,0,Short communication,
PMC7211639,10.1016/j.envres.2020.109650,Journal Article / Review,05-May-2020 0:00:00,06-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/environmental-research/about/editorial-board,1,0,0,Review article,
PMC7309850,10.1016/j.envres.2020.109861,Journal Article / Review,17-Jun-2020 0:00:00,18-Jun-2020 0:00:00,1,https://www.sciencedirect.com/journal/environmental-research/about/editorial-board,1,0,0,Review article,
PMC7152912,10.1016/j.fsir.2020.100089,Journal Article,05-Apr-2020 0:00:00,06-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/forensic-science-international-reports/about/editorial-board,0,0,0,Article,
PMC7151387,10.1016/j.fsir.2020.100090,Journal Article,06-Apr-2020 0:00:00,07-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/forensic-science-international-reports/about/editorial-board,0,1,0,Commentary/Letter to Editor,
PMC7144508,10.1016/j.fsisyn.2020.04.001,Journal Article / Editorial,31-Mar-2020 0:00:00,01-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/forensic-science-international-reports/about/editorial-board,0,0,0,Perspectives,
PMC7321029,10.1016/j.gine.2020.06.009,Journal Article / Review,22-Jun-2020 0:00:00,23-Jun-2020 0:00:00,1,https://www.sciencedirect.com/journal/clinica-e-investigacion-en-ginecologia-y-obstetricia/about/editorial-board,0,1,0,Article,
PMC7194546,10.1016/j.hjc.2020.03.002,Journal Article,26-Mar-2020 0:00:00,27-Mar-2020 0:00:00,1,https://www.sciencedirect.com/journal/hellenic-journal-of-cardiology/about/editorial-board,0,0,0,Original Article,
PMC7165113,10.1016/j.idcr.2020.e00771,Journal Article / Case Report,11-Apr-2020 0:00:00,12-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/idcases/about/editorial-board,0,0,0,Case report,
PMC7195291,10.1016/j.idcr.2020.e00774,Journal Article / Case Report,15-Apr-2020 0:00:00,16-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/idcases/about/editorial-board,0,0,0,Case report,
PMC7184249,10.1016/j.idcr.2020.e00775,Journal Article / Case Report,15-Apr-2020 0:00:00,16-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/idcases/about/editorial-board,0,0,0,Case report,
PMC7185003,10.1016/j.idcr.2020.e00778,Journal Article / Case Report,21-Apr-2020 0:00:00,22-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/idcases/about/editorial-board,0,0,0,Case report,
PMC7242198,10.1016/j.idcr.2020.e00834,Journal Article / Case Report,18-May-2020 0:00:00,19-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/idcases/about/editorial-board,0,0,0,Case report,
PMC7306487,10.1016/j.idcr.2020.e00868,Journal Article,10-Jun-2020 0:00:00,11-Jun-2020 0:00:00,1,https://www.journals.elsevier.com/idcases/editorial-board,0,0,0,Case report,
PMC7127800,10.1016/j.ijantimicag.2020.105924,Journal Article / Review,11-Feb-2020 0:00:00,12-Feb-2020 0:00:00,1,https://www.journals.elsevier.com/international-journal-of-antimicrobial-agents/editorial-board,0,1,0,review,
PMC7102549,10.1016/j.ijantimicag.2020.105949,Journal Article,16-Mar-2020 0:00:00,17-Mar-2020 0:00:00,1,https://www.journals.elsevier.com/international-journal-of-antimicrobial-agents/editorial-board,1,1,1,non randomized clinical trial,
PMC7188647,10.1016/j.ijid.2020.04.035,Journal Article / Review,13-Apr-2020 0:00:00,14-Apr-2020 0:00:00,1,https://www.ijidonline.com/content/edboard,1,1,0,review,
PMC7192071,10.1016/j.ijid.2020.04.066,Journal Article / Letter,23-Apr-2020 0:00:00,24-Apr-2020 0:00:00,1,https://www.ijidonline.com/content/edboard,0,0,0,editorial,
PMC7280134,10.1016/j.ijinfomgt.2020.102170,Journal Article,04-Jun-2020 0:00:00,05-Jun-2020 0:00:00,1,https://www.sciencedirect.com/journal/international-journal-of-information-management/about/editorial-board,0,0,1,Opinion,
PMC7309924,10.1016/j.ijinfomgt.2020.102187,Journal Article,15-Jun-2020 0:00:00,16-Jun-2020 0:00:00,1,https://www.sciencedirect.com/journal/international-journal-of-information-management/about/editorial-board,0,0,1,Opinion,
PMC7269952,10.1016/j.ijlp.2020.101595,Journal Article,31-May-2020 0:00:00,01-Jun-2020 0:00:00,1,https://www.sciencedirect.com/journal/international-journal-of-law-and-psychiatry/about/editorial-board,0,1,0,Article,
PMC7194855,10.1016/j.ijrobp.2020.04.016,Journal Article,08-Apr-2020 0:00:00,09-Apr-2020 0:00:00,1,https://www.redjournal.org/content/edboard,0,1,1,Statement,1 deputy editor classified as AE
PMC7196555,10.1016/j.ijsu.2020.04.062,Journal Article,27-Apr-2020 0:00:00,28-Apr-2020 0:00:00,1,https://www.journals.elsevier.com/international-journal-of-surgery/editorial-board,0,0,0,Article,
PMC7235570,10.1016/j.ijsu.2020.05.040,Journal Article / Letter,12-May-2020 0:00:00,13-May-2020 0:00:00,1,https://www.journals.elsevier.com/international-journal-of-surgery/editorial-board,0,0,0,Correspondence,
PMC7148653,10.1016/j.infpip.2020.100044,Journal Article / Review,03-Feb-2020 0:00:00,04-Feb-2020 0:00:00,1,https://www.journals.elsevier.com/infection-prevention-in-practice/editorial-board,0,0,0,Article,
PMC7165101,10.1016/j.jagp.2020.04.010,Journal Article,14-Apr-2020 0:00:00,15-Apr-2020 0:00:00,1,https://www.journals.elsevier.com/the-american-journal-of-geriatric-psychiatry/editorial-board,0,0,0,Special article,
PMC7320693,10.1016/j.jaip.2020.06.038,Journal Article,16-Jun-2020 0:00:00,17-Jun-2020 0:00:00,1,https://www.jaci-inpractice.org/content/edboard,0,0,0,Task Force / Committee report,
PMC7247500,10.1016/j.jbusres.2020.05.026,Journal Article,13-May-2020 0:00:00,14-May-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-business-research/editorial-board,0,1,0,Article,
PMC7241317,10.1016/j.jbusres.2020.05.028,Journal Article,13-May-2020 0:00:00,14-May-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-business-research/editorial-board,0,1,0,Article,
PMC7247497,10.1016/j.jbusres.2020.05.029,Journal Article,13-May-2020 0:00:00,14-May-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-business-research/editorial-board,0,1,0,Article,
PMC7241379,10.1016/j.jbusres.2020.05.030,Journal Article,13-May-2020 0:00:00,14-May-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-business-research/editorial-board,0,1,0,Article,
PMC7241361,10.1016/j.jbusres.2020.05.031,Journal Article,13-May-2020 0:00:00,14-May-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-business-research/editorial-board,0,1,0,Article,
PMC7241356,10.1016/j.jbusres.2020.05.037,Journal Article,13-May-2020 0:00:00,14-May-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-business-research/editorial-board,0,1,0,Article,
PMC7290228,10.1016/j.jbusres.2020.06.015,Journal Article,05-Jun-2020 0:00:00,06-Jun-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-business-research/editorial-board,0,1,0,Article,
PMC7196552,10.1016/j.jcot.2020.04.028,Journal Article / Review,28-Apr-2020 0:00:00,29-Apr-2020 0:00:00,1,https://www.journal-cot.com/content/edboard,1,1,4,Article,"One of the author was 'executive editor', I put it in the 'associate editor' category"
PMC7228883,10.1016/j.jcot.2020.05.010,Journal Article,10-May-2020 0:00:00,11-May-2020 0:00:00,1,https://www.journal-cot.com/content/edboard,1,0,2,Article,
PMC7261096,10.1016/j.jcot.2020.05.035,Journal Article,27-May-2020 0:00:00,28-May-2020 0:00:00,1,https://www.journal-cot.com/content/edboard,0,0,0,Article,
PMC7228692,10.1016/j.jcv.2020.104440,Journal Article,09-May-2020 0:00:00,10-May-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-clinical-virology/editorial-board,0,0,0,Article,
PMC7229942,10.1016/j.jcyt.2020.05.002,Journal Article,01-May-2020 0:00:00,02-May-2020 0:00:00,1,https://www.isct-cytotherapy.org/content/edboard,1,2,3,Short communication,"One of the author was 'senior editor', the only one with this position in the editorial board without any EIC, so I put as an EIC"
PMC7303655,10.1016/j.jen.2020.06.007,Journal Article / Letter,14-Jun-2020 0:00:00,15-Jun-2020 0:00:00,1,https://www.jenonline.org/content/edboard,0,0,0,Article,
PMC7152867,10.1016/j.jinf.2020.04.003,Journal Article,06-Apr-2020 0:00:00,07-Apr-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-infection/editorial-board,0,0,0,Article,
PMC7179496,10.1016/j.jinf.2020.04.026,Journal Article / Review,17-Apr-2020 0:00:00,18-Apr-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-infection/editorial-board,0,0,0,Review,
PMC7270568,10.1016/j.jmii.2020.03.002,Journal Article,07-Mar-2020 0:00:00,08-Mar-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-microbiology-immunology-and-infection/editorial-board,0,0,0,Article,
PMC7156133,10.1016/j.jmii.2020.03.011,Journal Article,10-Mar-2020 0:00:00,11-Mar-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-microbiology-immunology-and-infection/editorial-board,1,1,0,Perspectives,
PMC7129535,10.1016/j.jmii.2020.03.034,Journal Article / Review,30-Mar-2020 0:00:00,31-Mar-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-microbiology-immunology-and-infection/editorial-board,1,0,0,Review,
PMC7151535,10.1016/j.jns.2020.116832,Journal Article / Review,07-Apr-2020 0:00:00,08-Apr-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-the-neurological-sciences/editorial-board,0,0,0,Review,
PMC7204734,10.1016/j.jns.2020.116884,Journal Article / Review,29-Apr-2020 0:00:00,30-Apr-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-the-neurological-sciences/editorial-board,0,0,0,Review,
PMC7236667,10.1016/j.jns.2020.116923,Journal Article,13-May-2020 0:00:00,14-May-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-the-neurological-sciences/editorial-board,0,0,0,Article,
PMC7251406,10.1016/j.jns.2020.116941,Journal Article / Letter,19-May-2020 0:00:00,20-May-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-the-neurological-sciences/editorial-board,0,0,0,Letter to the editor,
PMC7245308,10.1016/j.jns.2020.116943,Journal Article / Letter,20-May-2020 0:00:00,21-May-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-the-neurological-sciences/editorial-board,0,0,0,Letter to the editor,
PMC7198407,10.1016/j.jocn.2020.04.124,Journal Article / Review,29-Apr-2020 0:00:00,30-Apr-2020 0:00:00,1,https://www.journals.elsevier.com/journal-of-clinical-neuroscience/editorial-board,0,0,0,Review,
PMC7194827,10.1016/j.joms.2020.04.034,Journal Article,21-Apr-2020 0:00:00,22-Apr-2020 0:00:00,1,https://www.joms.org/content/edboard,0,1,0,Article,
PMC7146695,10.1016/j.jtcvs.2020.03.061,Journal Article,23-Mar-2020 0:00:00,24-Mar-2020 0:00:00,1,https://els-jbs-prod-cdn.literatumonline.com/pb/assets/raw/Health%20Advance/journals/ymtc/editorial-board-1580919051207.pdf,0,6,4,Article,
PMC7175846,10.1016/j.jvscit.2020.04.003,Journal Article / Case Report,07-Apr-2020 0:00:00,08-Apr-2020 0:00:00,1,https://jvascsurgcases.org/content/edbd,0,0,0,Case report,
PMC7229463,10.1016/j.kint.2020.05.006,Journal Article,04-May-2020 0:00:00,05-May-2020 0:00:00,1,https://www.kidney-international.org/edboard,0,0,2,Article,
PMC7260486,10.1016/j.mayocp.2020.05.011,Journal Article / Review,12-May-2020 0:00:00,13-May-2020 0:00:00,1,https://www.mayoclinicproceedings.org/content/edboard,0,1,0,Review,
PMC7144842,10.1016/j.medidd.2020.100026,Journal Article,21-Mar-2020 0:00:00,22-Mar-2020 0:00:00,1,https://www.journals.elsevier.com/medicine-in-drug-discovery/editorial-board,0,0,0,Short communication,
PMC7147194,10.1016/j.medidd.2020.100033,Journal Article / Review,30-Mar-2020 0:00:00,31-Mar-2020 0:00:00,1,https://www.journals.elsevier.com/medicine-in-drug-discovery/editorial-board,0,0,0,Review,
PMC7198178,10.1016/j.medin.2020.04.016,Journal Article / Review,27-Apr-2020 0:00:00,28-Apr-2020 0:00:00,1,https://www.journals.elsevier.com/medicina-intensiva/editorial-board,0,1,0,Review,
PMC7106301,10.1016/j.meegid.2020.104212,Journal Article,27-Jan-2020 0:00:00,28-Jan-2020 0:00:00,1,https://www.journals.elsevier.com/infection-genetics-and-evolution/editorial-board,0,1,0,Short communication,1 Receiving editor classified as Associate Editor
PMC7102641,10.1016/j.micinf.2020.01.004,Journal Article,28-Jan-2020 0:00:00,29-Jan-2020 0:00:00,1,https://www.sciencedirect.com/journal/microbes-and-infection/about/editorial-board,0,0,0,Review,
PMC7102576,10.1016/j.micinf.2020.02.004,Journal Article,11-Feb-2020 0:00:00,12-Feb-2020 0:00:00,1,https://www.journals.elsevier.com/microbes-and-infection/editorial-board,1,0,0,Article,
PMC7102551,10.1016/j.micinf.2020.02.006,Journal Article,12-Feb-2020 0:00:00,13-Feb-2020 0:00:00,1,https://www.journals.elsevier.com/microbes-and-infection/editorial-board,0,0,0,Article,
PMC7200352,10.1016/j.micinf.2020.05.001,Journal Article,30-Apr-2020 0:00:00,01-May-2020 0:00:00,1,https://www.journals.elsevier.com/microbes-and-infection/editorial-board,0,1,0,Article,
PMC7211703,10.1016/j.micinf.2020.05.004,Journal Article,06-May-2020 0:00:00,07-May-2020 0:00:00,1,https://www.journals.elsevier.com/microbes-and-infection/editorial-board,0,1,0,Article,
PMC7190496,10.1016/j.msard.2020.102163,Journal Article / Case Report,26-Apr-2020 0:00:00,27-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/multiple-sclerosis-and-related-disorders/about/editorial-board,0,0,0,Case report,
PMC7224640,10.1016/j.msard.2020.102193,Journal Article,06-May-2020 0:00:00,07-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/multiple-sclerosis-and-related-disorders/about/editorial-board,0,0,1,Commentary,
PMC7171518,10.1016/j.nmni.2020.100679,Journal Article / Review,07-Apr-2020 0:00:00,08-Apr-2020 0:00:00,1,https://www.journals.elsevier.com/new-microbes-and-new-infections/editorial-board,0,0,0,Mini-review,
PMC7171523,10.1016/j.nmni.2020.100680,Journal Article / Review,06-Apr-2020 0:00:00,07-Apr-2020 0:00:00,1,https://www.journals.elsevier.com/new-microbes-and-new-infections/editorial-board,0,0,0,Mini-review,
PMC7180371,10.1016/j.nrl.2020.04.008,Journal Article / Review,20-Apr-2020 0:00:00,21-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/neurologia/about/editorial-board,0,0,0,Review,
PMC7211680,10.1016/j.nrleng.2020.04.007,Journal Article / Review,20-Apr-2020 0:00:00,21-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/neurologia-english-edition/about/editorial-board,0,0,0,Review,
PMC7194687,10.1016/j.nupar.2020.03.001,Journal Article / Review,24-Mar-2020 0:00:00,25-Mar-2020 0:00:00,1,https://www.sciencedirect.com/journal/nutrition-clinique-et-metabolisme/about/editorial-board,0,0,4,Review,
PMC7270561,10.1016/j.nupar.2020.03.002,Journal Article / Review,23-Mar-2020 0:00:00,24-Mar-2020 0:00:00,1,https://www.sciencedirect.com/journal/nutrition-clinique-et-metabolisme/about/editorial-board,0,0,7,Review,
PMC7194616,10.1016/j.nut.2020.110835,Journal Article,25-Mar-2020 0:00:00,26-Mar-2020 0:00:00,1,https://www.sciencedirect.com/journal/nutrition/about/editorial-board,1,0,1,Special report,
PMC7196376,10.1016/j.oraloncology.2020.104769,Journal Article / Letter,29-Apr-2020 0:00:00,30-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/oral-oncology/about/editorial-board,0,0,0,Letter to the editor,
PMC7255261,10.1016/j.oraloncology.2020.104814,Journal Article / Letter,18-May-2020 0:00:00,19-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/oral-oncology/about/editorial-board,0,0,0,Letter to the editor,
PMC7211599,10.1016/j.otorri.2020.04.002,Journal Article,29-Apr-2020 0:00:00,30-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/acta-otorrinolaringologica-espanola/about/editorial-board,0,0,0,Special article,
PMC7212963,10.1016/j.phrs.2020.104899,Journal Article,03-May-2020 0:00:00,04-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/pharmacological-research/about/editorial-board,0,0,0,Article,
PMC7131747,10.1016/j.polymdegradstab.2020.109162,Journal Article,30-Mar-2020 0:00:00,31-Mar-2020 0:00:00,1,https://www.sciencedirect.com/journal/polymer-degradation-and-stability/about/editorial-board,0,0,1,Opinion,
PMC7195292,10.1016/j.psychres.2020.112915,Journal Article / Letter,09-Mar-2020 0:00:00,10-Mar-2020 0:00:00,1,https://www.sciencedirect.com/journal/psychiatry-research/about/editorial-board,0,0,0,Letter to the editor,
PMC7152889,10.1016/j.psychres.2020.112980,Journal Article,30-Mar-2020 0:00:00,31-Mar-2020 0:00:00,1,https://www.sciencedirect.com/journal/psychiatry-research/about/editorial-board,0,1,0,Short communication,1 deputy editor classifed as associate editor
PMC7255187,10.1016/j.psychres.2020.113134,Journal Article / Letter,22-May-2020 0:00:00,23-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/psychiatry-research/about/editorial-board,0,0,0,Letter to the editor,
PMC7251413,10.1016/j.psychres.2020.113137,Journal Article / Letter,22-May-2020 0:00:00,23-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/psychiatry-research/about/editorial-board,0,0,0,Letter to the editor,
PMC7205699,10.1016/j.radonc.2020.04.031,Journal Article,19-Apr-2020 0:00:00,20-Apr-2020 0:00:00,1,https://www.thegreenjournal.com/content/edboard,0,1,0,Article,
PMC7211634,10.1016/j.reml.2020.05.002,Journal Article / Review,03-May-2020 0:00:00,04-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/revista-espanola-de-medicina-legal/about/editorial-board,0,0,1,Review,1 advisory board member classified as editorial board member
PMC7211638,10.1016/j.reml.2020.05.003,Journal Article / Review,03-May-2020 0:00:00,04-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/revista-espanola-de-medicina-legal/about/editorial-board,0,0,1,Review,1 editorial assistant classified as editorial board member
PMC7221381,10.1016/j.reml.2020.05.004,Journal Article / Review,04-May-2020 0:00:00,05-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/revista-espanola-de-medicina-legal/about/editorial-board,0,0,1,Review,1 editorial assistant classified as editorial board member
PMC7225694,10.1016/j.reml.2020.05.007,Journal Article,10-May-2020 0:00:00,11-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/revista-espanola-de-medicina-legal/about/editorial-board,0,0,0,Special article,
PMC7175867,10.1016/j.resp.2020.103443,Journal Article,12-Apr-2020 0:00:00,13-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/respiratory-physiology-and-neurobiology/about/editorial-board,1,0,0,Article,
PMC7315986,10.1016/j.resplu.2020.100015,Journal Article,17-Jun-2020 0:00:00,18-Jun-2020 0:00:00,1,https://www.sciencedirect.com/journal/resuscitation-plus/about/editorial-board,0,0,0,Article,
PMC7298516,10.1016/j.rmcr.2020.101120,Journal Article / Case Report,06-Jun-2020 0:00:00,07-Jun-2020 0:00:00,1,https://www.sciencedirect.com/journal/respiratory-medicine-case-reports/about/editorial-board,0,0,0,Case report,
PMC7172864,10.1016/j.rmed.2020.105980,Journal Article,15-Apr-2020 0:00:00,16-Apr-2020 0:00:00,1,https://www.resmedjournal.com/content/edboard,0,0,0,Article,
PMC7245251,10.1016/j.rmed.2020.106038,Journal Article / Review,18-May-2020 0:00:00,19-May-2020 0:00:00,1,https://www.resmedjournal.com/content/edboard,0,0,0,Short review,
PMC7221358,10.1016/j.rmr.2020.05.001,Journal Article / Review,10-May-2020 0:00:00,11-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/revue-des-maladies-respiratoires/about/editorial-board,1,1,0,Guidelines,
PMC7118674,10.1016/j.sapharm.2020.03.013,Journal Article,22-Mar-2020 0:00:00,23-Mar-2020 0:00:00,1,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7158799,10.1016/j.sapharm.2020.04.007,Journal Article,04-Apr-2020 0:00:00,05-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7194707,10.1016/j.sapharm.2020.04.020,Journal Article,19-Apr-2020 0:00:00,20-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,1,Article,
PMC7190482,10.1016/j.sapharm.2020.04.031,Journal Article,27-Apr-2020 0:00:00,28-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7252082,10.1016/j.sapharm.2020.04.032,Journal Article,28-Apr-2020 0:00:00,29-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7252013,10.1016/j.sapharm.2020.04.033,Journal Article,29-Apr-2020 0:00:00,30-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7211678,10.1016/j.sapharm.2020.05.009,Journal Article,06-May-2020 0:00:00,07-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7235598,10.1016/j.sapharm.2020.05.017,Journal Article,16-May-2020 0:00:00,17-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7245321,10.1016/j.sapharm.2020.05.024,Journal Article,21-May-2020 0:00:00,22-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7308772,10.1016/j.sapharm.2020.06.017,Journal Article,19-Jun-2020 0:00:00,20-Jun-2020 0:00:00,1,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7330552,10.1016/j.sapharm.2020.07.001,Journal Article,30-Jun-2020 0:00:00,01-Jul-2020 0:00:00,1,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7151460,10.1016/j.scitotenv.2020.138605,Journal Article,07-Apr-2020 0:00:00,08-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/science-of-the-total-environment/about/editorial-board,0,0,0,Article,
PMC7165106,10.1016/j.scitotenv.2020.138764,Journal Article,14-Apr-2020 0:00:00,15-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/science-of-the-total-environment/about/editorial-board,0,1,1,Article,
PMC7182518,10.1016/j.scitotenv.2020.138919,Journal Article,20-Apr-2020 0:00:00,21-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/science-of-the-total-environment/about/editorial-board,0,0,0,Article,
PMC7275190,10.1016/j.semerg.2020.06.003,Journal Article,03-Jun-2020 0:00:00,04-Jun-2020 0:00:00,1,https://www.sciencedirect.com/journal/medicina-de-familia-semergen/about/editorial-board,0,0,0,Article,
PMC7198217,10.1016/j.senol.2020.04.002,Journal Article,29-Apr-2020 0:00:00,30-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/revista-de-senologia-y-patologia-mamaria/about/editorial-board,1,3,0,Article,Editorial COI disclosed!
PMC7158845,10.1016/j.ssci.2020.104773,Journal Article,09-Apr-2020 0:00:00,10-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/safety-science/about/editorial-board,0,0,0,Article,
PMC7156160,10.1016/j.synbio.2020.03.002,Journal Article,15-Mar-2020 0:00:00,16-Mar-2020 0:00:00,1,http://www.keaipublishing.com/en/journals/synthetic-and-systems-biotechnology/editorial-board/,0,0,0,Commentary,
PMC7102534,10.1016/j.tmaid.2020.101617,Journal Article,03-Mar-2020 0:00:00,04-Mar-2020 0:00:00,1,https://www.sciencedirect.com/journal/travel-medicine-and-infectious-disease/about/editorial-board,0,0,1,Article,
PMC7151271,10.1016/j.tmaid.2020.101663,Journal Article,03-Apr-2020 0:00:00,04-Apr-2020 0:00:00,1,https://www.sciencedirect.com/journal/travel-medicine-and-infectious-disease/about/editorial-board,0,1,0,Article,
PMC7258803,10.1016/j.transci.2020.102821,Journal Article,04-May-2020 0:00:00,05-May-2020 0:00:00,1,https://www.sciencedirect.com/journal/transfusion-and-apheresis-science/about/editorial-board,0,0,0,Case report,
PMC7274971,10.1016/j.urology.2020.05.051,Journal Article,24-May-2020 0:00:00,25-May-2020 0:00:00,1,https://www.goldjournal.net/content/edboard,0,0,0,Article,
PMC7298503,10.1016/j.urology.2020.05.072,Journal Article,27-May-2020 0:00:00,28-May-2020 0:00:00,1,https://www.goldjournal.net/content/edboard,0,0,0,Article,
PMC7275186,10.1016/j.ygyno.2020.05.024,Journal Article / Editorial,13-May-2020 0:00:00,14-May-2020 0:00:00,1,https://www.gynecologiconcology-online.net/content/edboard,0,0,1,Commentary,
PMC7179739,10.1021/acschemneuro.0c00201,Journal Article / Comment,09-Apr-2020 0:00:00,10-Apr-2020 0:00:00,1,https://pubs.acs.org/page/acncdm/editors.html,0,0,0,Viewpoint,
PMC7241734,10.1021/acschemneuro.0c00265,Journal Article / Comment,05-May-2020 0:00:00,06-May-2020 0:00:00,1,https://pubs.acs.org/page/acncdm/editors.html,0,0,0,Viewpoint,
PMC7241733,10.1021/acschemneuro.0c00288,Journal Article / Comment,12-May-2020 0:00:00,13-May-2020 0:00:00,1,https://pubs.acs.org/page/acncdm/editors.html,0,0,0,Viewpoint,
PMC7165009,10.1055/a-1153-9014,Journal Article,02-Apr-2020 0:00:00,03-Apr-2020 0:00:00,1,https://www.thieme.de/de/EIO/editorial_board-43891.htm,0,0,0,Article,
