PMCID,DOI,ArticleType,Received,Accepted,ReviewTime,URL of Editorial Board,EIC is author,Associate Editor is author,Editorial Board member is author,Comment,
PMC7160645,10.1016/j.pcad.2020.04.008,Journal Article / Review,12-Apr-2020 0:00:00,12-Apr-2020 0:00:00,0,https://www.sciencedirect.com/journal/progress-in-cardiovascular-diseases/about/editorial-board,0,0,0,Review,
PMC7204727,10.1016/j.phrs.2020.104891,Journal Article,01-May-2020 0:00:00,01-May-2020 0:00:00,0,https://www.sciencedirect.com/journal/pharmacological-research/about/editorial-board,0,0,0,Opinion Paper,
PMC7227582,10.1016/j.phrs.2020.104927,Journal Article / Review,13-May-2020 0:00:00,13-May-2020 0:00:00,0,https://www.sciencedirect.com/journal/pharmacological-research/about/editorial-board,0,0,0,Review,
PMC7212951,10.1016/j.prrv.2020.05.001,Journal Article / Review,01-May-2020 0:00:00,01-May-2020 0:00:00,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,0,0,0,Review,
PMC7289084,10.1016/j.prrv.2020.06.005,Journal Article / Review,04-Jun-2020 0:00:00,04-Jun-2020 0:00:00,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,1,0,0,Review,
PMC7293440,10.1016/j.prrv.2020.06.006,Journal Article / Review,08-Jun-2020 0:00:00,08-Jun-2020 0:00:00,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,1,2,0,Review,
PMC7301825,10.1016/j.prrv.2020.06.010,Journal Article / Review,11-Jun-2020 0:00:00,11-Jun-2020 0:00:00,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,0,0,0,Review,
PMC7334652,10.1016/j.prrv.2020.06.012,Journal Article / Review,11-Jun-2020 0:00:00,11-Jun-2020 0:00:00,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,1,3,0,Review,
PMC7301791,10.1016/j.prrv.2020.06.013,Journal Article / Review,11-Jun-2020 0:00:00,11-Jun-2020 0:00:00,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,0,0,0,Review,
PMC7305725,10.1016/j.prrv.2020.06.015,Journal Article / Review,12-Jun-2020 0:00:00,12-Jun-2020 0:00:00,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,0,1,0,Review,
PMC7316049,10.1016/j.prrv.2020.06.016,Journal Article / Review,18-Jun-2020 0:00:00,18-Jun-2020 0:00:00,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,0,2,0,Review,
PMC7102622,10.1016/j.psychres.2020.112921,Journal Article,15-Mar-2020 0:00:00,15-Mar-2020 0:00:00,0,https://www.journals.elsevier.com/psychiatry-research/editorial-board,0,0,0,Article,
PMC7191293,10.1016/j.psychres.2020.113042,Journal Article,25-Apr-2020 0:00:00,25-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/psychiatry-research/editorial-board,0,0,0,Short communication,
PMC7200362,10.1016/j.psychres.2020.113069,Journal Article / Review,03-May-2020 0:00:00,03-May-2020 0:00:00,0,https://www.journals.elsevier.com/psychiatry-research/editorial-board,1,2,0,Article,
PMC7283063,10.1016/j.psym.2020.06.001,Journal Article / Letter,05-Jun-2020 0:00:00,05-Jun-2020 0:00:00,0,https://www.journals.elsevier.com/psychosomatics/editorial-board,0,0,0,Letter to the Editor,
PMC7287442,10.1016/j.puhe.2020.06.006,Journal Article,03-Jun-2020 0:00:00,03-Jun-2020 0:00:00,0,https://www.journals.elsevier.com/public-health/editorial-board,0,0,0,Short Communication,
PMC7146722,10.1016/j.purol.2020.03.009,Journal Article / Review,25-Mar-2020 0:00:00,25-Mar-2020 0:00:00,0,https://www.journals.elsevier.com/progres-en-urologie/editorial-board,0,0,0,Review,
PMC7252074,10.1016/j.radonc.2020.04.001,Journal Article,01-Apr-2020 0:00:00,01-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/radiotherapy-and-oncology/editorial-board,0,0,0,COVID-19 Rapid Communication,
PMC7247451,10.1016/j.rccar.2020.05.002,Journal Article / Review,14-May-2020 0:00:00,14-May-2020 0:00:00,0,https://www.journals.elsevier.com/revista-colombiana-de-cardiologia/editorial-board,0,1,0,Review,
PMC7129623,10.1016/j.sapharm.2020.02.003,Journal Article,09-Feb-2020 0:00:00,09-Feb-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7156146,10.1016/j.sapharm.2020.03.007,Journal Article,16-Mar-2020 0:00:00,16-Mar-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7102520,10.1016/j.sapharm.2020.03.012,Journal Article / Review,22-Mar-2020 0:00:00,22-Mar-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Review,
PMC7270164,10.1016/j.sapharm.2020.03.015,Journal Article,24-Mar-2020 0:00:00,24-Mar-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,1,Article,
PMC7118622,10.1016/j.sapharm.2020.03.017,Journal Article,25-Mar-2020 0:00:00,25-Mar-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7129111,10.1016/j.sapharm.2020.03.027,Journal Article,31-Mar-2020 0:00:00,31-Mar-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7136878,10.1016/j.sapharm.2020.04.001,Journal Article,03-Apr-2020 0:00:00,03-Apr-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Practice,
PMC7146711,10.1016/j.sapharm.2020.04.002,Journal Article,03-Apr-2020 0:00:00,03-Apr-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7194937,10.1016/j.sapharm.2020.04.003,Journal Article / Review,03-Apr-2020 0:00:00,03-Apr-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7162785,10.1016/j.sapharm.2020.04.013,Journal Article,12-Apr-2020 0:00:00,12-Apr-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7195349,10.1016/j.sapharm.2020.04.014,Journal Article / Letter,14-Apr-2020 0:00:00,14-Apr-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Recommendation,
PMC7166303,10.1016/j.sapharm.2020.04.016,Journal Article,14-Apr-2020 0:00:00,14-Apr-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7179508,10.1016/j.sapharm.2020.04.027,Journal Article,22-Apr-2020 0:00:00,22-Apr-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7194881,10.1016/j.sapharm.2020.04.028,Journal Article,23-Apr-2020 0:00:00,23-Apr-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7219380,10.1016/j.sapharm.2020.05.011,Journal Article,11-May-2020 0:00:00,11-May-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,1,0,Article,
PMC7260564,10.1016/j.sapharm.2020.05.027,Journal Article,25-May-2020 0:00:00,25-May-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7261353,10.1016/j.sapharm.2020.05.030,Journal Article,28-May-2020 0:00:00,28-May-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7289723,10.1016/j.sapharm.2020.05.033,Journal Article / Review,29-May-2020 0:00:00,29-May-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7266601,10.1016/j.sapharm.2020.06.002,Journal Article,01-Jun-2020 0:00:00,01-Jun-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,
PMC7334137,10.1016/j.sapharm.2020.07.003,Journal Article / Review,01-Jul-2020 0:00:00,01-Jul-2020 0:00:00,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Research,
PMC7129813,10.1016/j.schres.2020.04.002,Journal Article / Letter,02-Apr-2020 0:00:00,02-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/schizophrenia-research/editorial-board,0,0,0,Letter to the editor,
PMC7142675,10.1016/j.scitotenv.2020.138201,Journal Article,23-Mar-2020 0:00:00,23-Mar-2020 0:00:00,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,
PMC7194859,10.1016/j.scitotenv.2020.138401,Journal Article,31-Mar-2020 0:00:00,31-Mar-2020 0:00:00,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,
PMC7270847,10.1016/j.scitotenv.2020.138436,Journal Article,02-Apr-2020 0:00:00,02-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,
PMC7169901,10.1016/j.scitotenv.2020.138474,Journal Article,03-Apr-2020 0:00:00,03-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,
PMC7195029,10.1016/j.scitotenv.2020.138532,Journal Article,05-Apr-2020 0:00:00,05-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,
PMC7195141,10.1016/j.scitotenv.2020.138539,Journal Article,05-Apr-2020 0:00:00,05-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Short Communication,
PMC7151283,10.1016/j.scitotenv.2020.138540,Journal Article,05-Apr-2020 0:00:00,05-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,
PMC7162772,10.1016/j.scitotenv.2020.138543,Journal Article,05-Apr-2020 0:00:00,05-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Short Communication,
PMC7175865,10.1016/j.scitotenv.2020.138875,Journal Article,19-Apr-2020 0:00:00,19-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,
PMC7214287,10.1016/j.ssci.2020.104810,Journal Article,06-May-2020 0:00:00,06-May-2020 0:00:00,0,https://www.sciencedirect.com/journal/safety-science/about/editorial-board,1,0,0,Short Communication,
PMC7236668,10.1016/j.surg.2020.05.007,Journal Article,01-May-2020 0:00:00,01-May-2020 0:00:00,0,https://www.journals.elsevier.com/surgery-oxford/editorial-board,0,0,0,Article,
PMC7320663,10.1016/j.therap.2020.06.013,Journal Article,25-Jun-2020 0:00:00,25-Jun-2020 0:00:00,0,https://www.sciencedirect.com/journal/therapies/about/editorial-board,0,0,0,Review,
PMC7328608,10.1016/j.transci.2020.102866,Journal Article,24-Jun-2020 0:00:00,24-Jun-2020 0:00:00,0,https://www.sciencedirect.com/journal/transfusion-and-apheresis-science/about/editorial-board,0,0,0,Case report,
PMC7194049,10.1016/j.trim.2020.101304,Journal Article / Editorial,28-Apr-2020 0:00:00,28-Apr-2020 0:00:00,0,https://www.sciencedirect.com/journal/transplant-immunology/about/editorial-board,0,0,0,Editorial,
PMC7158248,10.1016/j.trsl.2020.04.007,Journal Article,09-Apr-2020 0:00:00,09-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/translational-research/editorial-board,1,0,0,Case report,
PMC7153527,10.1016/j.urology.2020.04.004,Journal Article,08-Apr-2020 0:00:00,08-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/urology/editorial-board,0,0,0,Special Article, 
PMC7198432,10.1016/j.urology.2020.04.083,Journal Article,27-Apr-2020 0:00:00,27-Apr-2020 0:00:00,0,https://www.journals.elsevier.com/urology/editorial-board,0,0,0,Article,
PMC7233200,10.1016/j.urology.2020.05.011,Journal Article,04-May-2020 0:00:00,04-May-2020 0:00:00,0,https://www.journals.elsevier.com/urology/editorial-board,0,0,0,Article,
PMC7141547,10.1016/j.wombi.2020.03.011,Journal Article,26-Mar-2020 0:00:00,26-Mar-2020 0:00:00,0,https://www.sciencedirect.com/journal/women-and-birth/about/editorial-board,1,1,0,Discussion,
PMC7274642,10.1016/j.yebeh.2020.107211,Journal Article,01-Jun-2020 0:00:00,01-Jun-2020 0:00:00,0,https://www.journals.elsevier.com/epilepsy-and-behavior/editorial-board,0,0,0,Brief Communication,
PMC7287299,10.1017/S0714980820000203,Journal Article,11-May-2020 0:00:00,11-May-2020 0:00:00,0,https://www.cambridge.org/core/journals/canadian-journal-on-aging-la-revue-canadienne-du-vieillissement/information/editorial-board,1,1,5,Statement,
PMC7322149,10.1017/S1047951120001432,Journal Article / Letter,12-May-2020 0:00:00,12-May-2020 0:00:00,0,https://www.cambridge.org/core/journals/cardiology-in-the-young/information/editorial-board,0,0,1,Letter to the editor,
PMC7198452,10.1017/S1049023X20000552,Journal Article,15-Apr-2020 0:00:00,15-Apr-2020 0:00:00,0,https://www.cambridge.org/core/journals/prehospital-and-disaster-medicine,0,0,2,Report,
PMC7200206,10.1038/s10038-020-0771-5,Journal Article,27-Apr-2020 0:00:00,27-Apr-2020 0:00:00,0,https://www.nature.com/jhg/editors,0,0,1,Article,Advisory Editor
PMC7184994,10.1053/j.gastro.2020.04.052,Journal Article / Review,24-Apr-2020 0:00:00,24-Apr-2020 0:00:00,0,https://www.gastrojournal.org/content/board-of-editors,1,0,0,Article,
PMC7241550,10.1080/20961790.2020.1744400,Journal Article,16-Mar-2020 0:00:00,16-Mar-2020 0:00:00,0,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tfsr20,0,0,0,Article,
PMC7310206,10.1089/scd.2020.0080,Journal Article,07-May-2020 0:00:00,07-May-2020 0:00:00,0,https://home.liebertpub.com/publications/stem-cells-and-development/125/editorial-board,0,0,0,Article,
PMC7249458,10.1089/ten.tea.2020.0094,Journal Article,09-Apr-2020 0:00:00,09-Apr-2020 0:00:00,0,https://home.liebertpub.com/publications/tissue-engineering-parts-a-b-and-c/595/editorial-board,0,0,0,Article,
PMC7197607,10.1093/dote/doaa029,Journal Article,06-Apr-2020 0:00:00,06-Apr-2020 0:00:00,0,https://academic.oup.com/dote/pages/Editorial_Board,0,0,0,Editor's choice,
PMC7184393,10.1093/jamia/ocaa037,Journal Article,18-Mar-2020 0:00:00,18-Mar-2020 0:00:00,0,https://academic.oup.com/jamia/pages/Editorial_Board,0,0,0,Article,
PMC7184334,10.1093/jamia/ocaa039,Journal Article / Comment,20-Mar-2020 0:00:00,20-Mar-2020 0:00:00,0,https://academic.oup.com/jamia/pages/Editorial_Board,0,1,0,Short Communication,
PMC7184500,10.1093/jamia/ocaa048,Journal Article / Comment,31-Mar-2020 0:00:00,31-Mar-2020 0:00:00,0,https://academic.oup.com/jamia/pages/Editorial_Board,0,0,0,Short Communication,
PMC7188148,10.1093/neuros/nyaa147,Journal Article,01-Apr-2020 0:00:00,01-Apr-2020 0:00:00,0,https://academic.oup.com/neurosurgery/pages/Editorial_Board,0,0,0,Case Report,
PMC7313766,10.1093/neuros/nyaa198,Journal Article,21-Apr-2020 0:00:00,21-Apr-2020 0:00:00,0,https://academic.oup.com/neurosurgery/pages/Editorial_Board,0,0,0,Case Report,
PMC7188143,10.1093/pubmed/fdaa053,Journal Article / Letter,03-Apr-2020 0:00:00,03-Apr-2020 0:00:00,0,https://academic.oup.com/jpubhealth/pages/Editorial_Board,0,0,0,Letter to the Editor,
PMC7211041,10.1096/fba.2020-00015,Journal Article,01-Apr-2020 0:00:00,01-Apr-2020 0:00:00,0,https://faseb.onlinelibrary.wiley.com/hub/journal/15306860/homepage/editorial-board,0,0,0,Article,
PMC7227201,10.1097/IM9.0000000000000023,Journal Article,16-Apr-2020 0:00:00,16-Apr-2020 0:00:00,0,https://journals.lww.com/imd/pages/editorialboard.aspx,1,0,1,Article,
PMC7202097,10.1097/JCMA.0000000000000334,Journal Article / Review,10-Apr-2020 0:00:00,10-Apr-2020 0:00:00,0,https://journals.lww.com/jcma/pages/editorialboard.aspx,0,0,0,Review,
PMC7273950,10.1097/MPG.0000000000002729,Journal Article,27-Mar-2020 0:00:00,27-Mar-2020 0:00:00,0,https://journals.lww.com/jpgn/Pages/editorialboard.aspx,0,0,1,Article,
PMC7282405,10.1097/SCS.0000000000006574,Journal Article,31-Mar-2020 0:00:00,31-Mar-2020 0:00:00,0,https://journals.lww.com/jcraniofacialsurgery/Pages/editorialboard.aspx,1,0,0,Editorial,
PMC7282409,10.1097/SCS.0000000000006601,Journal Article,03-Apr-2020 0:00:00,03-Apr-2020 0:00:00,0,https://journals.lww.com/jcraniofacialsurgery/Pages/editorialboard.aspx,0,0,0,Editorial,
PMC7273945,10.1097/UPJ.0000000000000152,Journal Article,31-Mar-2020 0:00:00,31-Mar-2020 0:00:00,0,https://www.auajournals.org/pb-assets/media/UP-Editorial-Board-1582214520927.pdf,0,0,0,Article,
PMC7273943,10.1097/UPJ.0000000000000155,Journal Article,13-Apr-2020 0:00:00,13-Apr-2020 0:00:00,0,https://www.auajournals.org/pb-assets/media/UP-Editorial-Board-1582214520927.pdf,0,0,0,Article,
PMC7267670,10.1111/1462-2920.15039,Journal Article,22-Apr-2020 0:00:00,22-Apr-2020 0:00:00,0,https://sfamjournals.onlinelibrary.wiley.com/hub/journal/14622920/homepage/editorialboard.html,2,0,0,Opinion,
PMC7267449,10.1111/1462-2920.15053,Journal Article,29-Apr-2020 0:00:00,29-Apr-2020 0:00:00,0,https://sfamjournals.onlinelibrary.wiley.com/hub/journal/14622920/homepage/editorialboard.html,2,0,0,Opinion,
PMC7301044,10.1111/1744-9987.13531,Journal Article,01-Jun-2020 0:00:00,01-Jun-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17449987/homepage/editorialboard.html,1,0,2,Article,
PMC7272962,10.1111/aos.14456,Journal Article,07-Apr-2020 0:00:00,07-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17553768/homepage/EditorialBoard.html,0,0,0,Case series,
PMC7264657,10.1111/cjag.12227,Journal Article,07-Apr-2020 0:00:00,07-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,
PMC7264581,10.1111/cjag.12228,Journal Article,06-Apr-2020 0:00:00,06-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,1,Article,
PMC7264769,10.1111/cjag.12230,Journal Article,08-Apr-2020 0:00:00,08-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,
PMC7264629,10.1111/cjag.12231,Journal Article,13-Apr-2020 0:00:00,13-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,
PMC7264784,10.1111/cjag.12233,Journal Article,14-Apr-2020 0:00:00,14-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,
PMC7264801,10.1111/cjag.12234,Journal Article,14-Apr-2020 0:00:00,14-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,
PMC7264623,10.1111/cjag.12235,Journal Article,14-Apr-2020 0:00:00,14-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,
PMC7264797,10.1111/cjag.12236,Journal Article,16-Apr-2020 0:00:00,16-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,
PMC7264576,10.1111/cjag.12237,Journal Article,15-Apr-2020 0:00:00,15-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,
PMC7264542,10.1111/cjag.12239,Journal Article,17-Apr-2020 0:00:00,17-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,
PMC7264609,10.1111/cjag.12240,Journal Article,17-Apr-2020 0:00:00,17-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,
PMC7264577,10.1111/cjag.12241,Journal Article,18-Apr-2020 0:00:00,18-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,1,0,0,Article,
PMC7264603,10.1111/cjag.12243,Journal Article,18-Apr-2020 0:00:00,18-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,
PMC7267173,10.1111/cjag.12246,Journal Article,21-Apr-2020 0:00:00,21-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,
PMC7228311,10.1111/echo.14664,Journal Article / Review,30-Mar-2020 0:00:00,30-Mar-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/15408175/homepage/editorialboard.html,0,0,0,Review,
PMC7228371,10.1111/head.13810,Journal Article,27-Mar-2020 0:00:00,27-Mar-2020 0:00:00,0,https://headachejournal.onlinelibrary.wiley.com/hub/journal/15264610/editorialboard.html,0,1,0,Review,
PMC7322986,10.1111/imj.14862,Journal Article,15-Apr-2020 0:00:00,15-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/14455994/homepage/editorialboard.html,0,0,1,Viewpoint,
PMC7167008,10.1111/jebm.12376,Journal Article,29-Jan-2020 0:00:00,29-Jan-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17565391/homepage/editorialboard.html,0,0,0,Article,
PMC7228241,10.1111/jgs.16443,Journal Article,19-Mar-2020 0:00:00,19-Mar-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,0,0,1,Article,
PMC7262210,10.1111/jgs.16477,Journal Article,06-Apr-2020 0:00:00,06-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,2,0,1,Article,
PMC7267600,10.1111/jgs.16510,Journal Article,22-Apr-2020 0:00:00,22-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,2,0,2,Article,
PMC7267615,10.1111/jgs.16537,Journal Article,30-Apr-2020 0:00:00,30-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,1,0,0,Article,
PMC7267288,10.1111/jgs.16539,Journal Article,30-Apr-2020 0:00:00,30-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,1,0,0,Article,
PMC7323317,10.1111/jgs.16642,Journal Article,19-May-2020 0:00:00,19-May-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,0,0,0,Brief Report,
PMC7267532,10.1111/jpc.14903,Journal Article,09-Apr-2020 0:00:00,09-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/14401754/homepage/editorialboard.html,0,0,0,Article,
PMC7264774,10.1111/jth.14869,Journal Article,20-Apr-2020 0:00:00,20-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/15387836/homepage/editorialboard.html,0,0,0,Article,
PMC7267083,10.1111/mcn.13036,Journal Article / Editorial,08-May-2020 0:00:00,08-May-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/17408709/homepage/editorialboard.html,2,1,0,Editorial,
PMC7264528,10.1111/pan.13889,Journal Article,14-Apr-2020 0:00:00,14-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/14609592/homepage/editorialboard.html,0,1,0,Review,
PMC7267124,10.1111/risa.13500,Journal Article / Comment,20-Apr-2020 0:00:00,20-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/15396924/homepage/editorialboard.html,0,0,0,Commentary,
PMC7267607,10.1111/trf.15843,Journal Article / Review,25-Apr-2020 0:00:00,25-Apr-2020 0:00:00,0,https://onlinelibrary.wiley.com/page/journal/15372995/homepage/editorialboard.html,0,0,0,Review,
PMC7211064,10.1136/esmoopen-2020-000765,Journal Article / Review,27-Mar-2020 0:00:00,27-Mar-2020 0:00:00,0,https://esmoopen.bmj.com/pages/editorial-board/,0,0,0,Review,
PMC7231546,10.1136/medethics-2020-106314,Journal Article,16-Apr-2020 0:00:00,16-Apr-2020 0:00:00,0,https://jme.bmj.com/pages/editorial-board/,0,0,0,Article,
PMC7246095,10.1136/tsaco-2020-000511,Journal Article,11-May-2020 0:00:00,11-May-2020 0:00:00,0,https://tsaco.bmj.com/pages/editorial-board/,0,1,0,Opinion,
PMC7211097,10.1136/wjps-2020-000126,Journal Article / Review,13-Mar-2020 0:00:00,13-Mar-2020 0:00:00,0,https://wjps.bmj.com/pages/editorial-board/,1,0,0,Review,
PMC7179526,10.1159/000507537,Journal Article / Editorial,27-Mar-2020 0:00:00,27-Mar-2020 0:00:00,0,https://www.karger.com/Journal/EditorialBoard/223997,1,0,1,Editorial,
PMC7251585,10.1159/000507898,Journal Article,14-Apr-2020 0:00:00,14-Apr-2020 0:00:00,0,https://www.karger.com/Journal/EditorialBoard/224278,1,2,1,Article,
PMC7234208,10.11606/s1518-8787.2020054002596,Journal Article,28-Apr-2020 0:00:00,28-Apr-2020 0:00:00,0,https://www.scielo.br/revistas/rsp/iedboard.htm,0,0,0,Article,
PMC7267742,10.1177/0194599820930214,Journal Article,07-May-2020 0:00:00,07-May-2020 0:00:00,0,https://journals.sagepub.com/editorial-board/OTO,0,0,0,Article,
PMC7240315,10.1177/0194599820930245,Journal Article,05-May-2020 0:00:00,05-May-2020 0:00:00,0,https://journals.sagepub.com/editorial-board/OTO,0,0,0,Article,
PMC7251624,10.1177/0194599820931805,Journal Article,05-May-2020 0:00:00,05-May-2020 0:00:00,0,https://journals.sagepub.com/editorial-board/OTO,0,0,0,Article,
PMC7288859,10.1177/0733464820924853,Journal Article / Comment,20-Apr-2020 0:00:00,20-Apr-2020 0:00:00,0,https://journals.sagepub.com/editorial-board/JAG,0,0,1,Commentary,
PMC7189614,10.1177/2048872620922795,Journal Article / Review,08-Apr-2020 0:00:00,08-Apr-2020 0:00:00,0,https://journals.sagepub.com/editorial-board/ACC,0,0,0,Review,
PMC7273559,10.1177/2473974X20933566,Journal Article,20-May-2020 0:00:00,20-May-2020 0:00:00,0,https://journals.sagepub.com/editorial-board/OPN,0,0,0,Article,
PMC7281885,10.1177/2473974X20934770,Journal Article / Comment,21-May-2020 0:00:00,21-May-2020 0:00:00,0,https://journals.sagepub.com/editorial-board/OPN,0,0,0,Commentary,
PMC7290271,10.1177/2473974X20936658,Journal Article / Comment,20-May-2020 0:00:00,20-May-2020 0:00:00,0,https://journals.sagepub.com/editorial-board/OPN,0,0,0,Commentary,
