PMCID,DOI,ArticleType,Received,Accepted,ReviewTime,URL of Editorial Board,EIC is author,Associate Editor is author,Editorial Board member is author,Comment,Type by journal,Type by me,Binary type
PMC7246017,10.1016/j.kint.2020.05.013,Journal Article / Review,29/04/2020,15/05/2020,16,https://www.kidney-international.org/content/edboard,0,0,2,Review Article,Review,Review,Editorial
PMC7293532,10.1016/j.phclin.2020.06.003,Journal Article / Review,21/05/2020,06/06/2020,16,https://www.sciencedirect.com/journal/le-pharmacien-hospitalier-et-clinicien/about/editorial-board,0,0,0,Review Article,Review,Review,Editorial
PMC7293477,10.1016/j.vacun.2020.05.002,Journal Article / Review,12/05/2020,28/05/2020,16,https://www.journals.elsevier.com/vacunas/editorial-board,0,0,0,Review article,-,Review,Editorial
PMC7211106,10.1136/wjps-2020-000122,Journal Article / Review,03/03/2020,19/03/2020,16,https://wjps.bmj.com/pages/editorial-board/,1,0,0,Review article,Review,Review,Editorial
PMC7255756,10.1016/j.wneu.2020.05.195,Journal Article / Review,04/05/2020,20/05/2020,16,https://www.journals.elsevier.com/world-neurosurgery/editorial-board,0,0,0,Review article,Literature review,Perspective,Editorial
PMC7247774,10.1007/s10389-020-01321-z,Journal Article / Review,30/04/2020,16/05/2020,16,https://www.springer.com/journal/10389/editors,0,0,0,Review article,Review article,Review,Editorial
PMC7204665,10.1016/j.ijid.2020.05.002,Journal Article / Review,15/04/2020,01/05/2020,16,https://www.ijidonline.com/content/edboard,0,0,0,Short Survey,Short Survey,Review,Editorial
PMC7212817,10.2196/19462,Journal Article,18/04/2020,04/05/2020,16,https://publichealth.jmir.org/about/editorialTeam,0,0,0,Viewpoint,Viewpoint,Review,Editorial
PMC7199282,10.15698/mic2020.05.715,Journal Article,15/04/2020,01/05/2020,16,https://microbialcell.com/for-authors/editorial-board/,3,3,1,Viewpoint,Viewpoint,Review,Editorial
PMC7300681,10.1111/puar.13234,Journal Article,01/05/2020,17/05/2020,16,https://onlinelibrary.wiley.com/page/journal/15406210/homepage/editorialboard.html,0,0,0,Viewpoint,COVID?19 VIEWPOINT,Perspective,Editorial
PMC7300773,10.1111/puar.13255,Journal Article,12/05/2020,28/05/2020,16,https://onlinelibrary.wiley.com/page/journal/15406210/homepage/editorialboard.html,0,0,0,Viewpoint,COVID?19 VIEWPOINT SYMPOSIUM,Guideline,Editorial
