PMCID,DOI,ArticleType,Received,Accepted,ReviewTime,URL of Editorial Board,EIC is author,Associate Editor is author,Editorial Board member is author,Comment,Type by journal,Type by me,Binary type
PMC7212951,10.1016/j.prrv.2020.05.001,Journal Article / Review,01/05/2020,01/05/2020,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,0,0,0,Review,Review,Review,Editorial
PMC7289084,10.1016/j.prrv.2020.06.005,Journal Article / Review,04/06/2020,04/06/2020,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,1,0,0,Review,Review,Review,Editorial
PMC7293440,10.1016/j.prrv.2020.06.006,Journal Article / Review,08/06/2020,08/06/2020,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,1,2,0,Review,Review,Review,Editorial
PMC7301825,10.1016/j.prrv.2020.06.010,Journal Article / Review,11/06/2020,11/06/2020,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,0,0,0,Review,Review,Review,Editorial
PMC7334652,10.1016/j.prrv.2020.06.012,Journal Article / Review,11/06/2020,11/06/2020,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,1,3,0,Review,Review,Review,Editorial
PMC7301791,10.1016/j.prrv.2020.06.013,Journal Article / Review,11/06/2020,11/06/2020,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,0,0,0,Review,Review,Review,Editorial
PMC7305725,10.1016/j.prrv.2020.06.015,Journal Article / Review,12/06/2020,12/06/2020,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,0,1,0,Review,Review,Review,Editorial
PMC7316049,10.1016/j.prrv.2020.06.016,Journal Article / Review,18/06/2020,18/06/2020,0,https://www.sciencedirect.com/journal/paediatric-respiratory-reviews/about/editorial-board,0,2,0,Review,Review,Review,Editorial
PMC7102622,10.1016/j.psychres.2020.112921,Journal Article,15/03/2020,15/03/2020,0,https://www.journals.elsevier.com/psychiatry-research/editorial-board,0,0,0,Article,-,Article,Article
PMC7191293,10.1016/j.psychres.2020.113042,Journal Article,25/04/2020,25/04/2020,0,https://www.journals.elsevier.com/psychiatry-research/editorial-board,0,0,0,Short communication,Short communication,Perspective,Editorial
PMC7200362,10.1016/j.psychres.2020.113069,Journal Article / Review,03/05/2020,03/05/2020,0,https://www.journals.elsevier.com/psychiatry-research/editorial-board,1,2,0,Article,-,Review,Editorial
PMC7283063,10.1016/j.psym.2020.06.001,Journal Article / Letter,05/06/2020,05/06/2020,0,https://www.journals.elsevier.com/psychosomatics/editorial-board,0,0,0,Letter to the Editor,Letter to the Editor,Perspective,Editorial
PMC7287442,10.1016/j.puhe.2020.06.006,Journal Article,03/06/2020,03/06/2020,0,https://www.journals.elsevier.com/public-health/editorial-board,0,0,0,Short Communication,Short Communication,Perspective,Editorial
PMC7146722,10.1016/j.purol.2020.03.009,Journal Article / Review,25/03/2020,25/03/2020,0,https://www.journals.elsevier.com/progres-en-urologie/editorial-board,0,0,0,Review,Recommandation,Guidelines,Editorial
PMC7252074,10.1016/j.radonc.2020.04.001,Journal Article,01/04/2020,01/04/2020,0,https://www.journals.elsevier.com/radiotherapy-and-oncology/editorial-board,0,0,0,COVID-19 Rapid Communication,COVID-19 Rapid Communication ,Guidelines,Editorial
PMC7247451,10.1016/j.rccar.2020.05.002,Journal Article / Review,14/05/2020,14/05/2020,0,https://www.journals.elsevier.com/revista-colombiana-de-cardiologia/editorial-board,0,1,0,Review,Cardiología del adulto - Revisión de temas ,Review,Editorial
PMC7129623,10.1016/j.sapharm.2020.02.003,Journal Article,09/02/2020,09/02/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Review,Editorial
PMC7156146,10.1016/j.sapharm.2020.03.007,Journal Article,16/03/2020,16/03/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Perspective,Editorial
PMC7102520,10.1016/j.sapharm.2020.03.012,Journal Article / Review,22/03/2020,22/03/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Review,-,Guidelines,Editorial
PMC7270164,10.1016/j.sapharm.2020.03.015,Journal Article,24/03/2020,24/03/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,1,Article,-,Perspective,Editorial
PMC7118622,10.1016/j.sapharm.2020.03.017,Journal Article,25/03/2020,25/03/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Perspective,Editorial
PMC7129111,10.1016/j.sapharm.2020.03.027,Journal Article,31/03/2020,31/03/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Guidelines,Editorial
PMC7136878,10.1016/j.sapharm.2020.04.001,Journal Article,03/04/2020,03/04/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Practice,-,Perspective,Editorial
PMC7146711,10.1016/j.sapharm.2020.04.002,Journal Article,03/04/2020,03/04/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Guidelines,Editorial
PMC7194937,10.1016/j.sapharm.2020.04.003,Journal Article / Review,03/04/2020,03/04/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Perspective,Editorial
PMC7162785,10.1016/j.sapharm.2020.04.013,Journal Article,12/04/2020,12/04/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Perspective,Editorial
PMC7195349,10.1016/j.sapharm.2020.04.014,Journal Article / Letter,14/04/2020,14/04/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Recommendation,-,Perspective,Editorial
PMC7166303,10.1016/j.sapharm.2020.04.016,Journal Article,14/04/2020,14/04/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Review,Editorial
PMC7179508,10.1016/j.sapharm.2020.04.027,Journal Article,22/04/2020,22/04/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Article,Article
PMC7194881,10.1016/j.sapharm.2020.04.028,Journal Article,23/04/2020,23/04/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Article,Article
PMC7219380,10.1016/j.sapharm.2020.05.011,Journal Article,11/05/2020,11/05/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,1,0,Article,-,Guidelines,Editorial
PMC7260564,10.1016/j.sapharm.2020.05.027,Journal Article,25/05/2020,25/05/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Article,Article
PMC7261353,10.1016/j.sapharm.2020.05.030,Journal Article,28/05/2020,28/05/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Review,Editorial
PMC7289723,10.1016/j.sapharm.2020.05.033,Journal Article / Review,29/05/2020,29/05/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Review,Editorial
PMC7266601,10.1016/j.sapharm.2020.06.002,Journal Article,01/06/2020,01/06/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Article,-,Review,Editorial
PMC7334137,10.1016/j.sapharm.2020.07.003,Journal Article / Review,01/07/2020,01/07/2020,0,https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy/about/editorial-board,0,0,0,Research,-,Meta-analysis,Article
PMC7129813,10.1016/j.schres.2020.04.002,Journal Article / Letter,02/04/2020,02/04/2020,0,https://www.journals.elsevier.com/schizophrenia-research/editorial-board,0,0,0,Letter to the editor,Letter to the editor,Perspective,Editorial
PMC7142675,10.1016/j.scitotenv.2020.138201,Journal Article,23/03/2020,23/03/2020,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,-,Article,Article
PMC7194859,10.1016/j.scitotenv.2020.138401,Journal Article,31/03/2020,31/03/2020,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,-,Article,Article
PMC7270847,10.1016/j.scitotenv.2020.138436,Journal Article,02/04/2020,02/04/2020,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,-,Article,Article
PMC7169901,10.1016/j.scitotenv.2020.138474,Journal Article,03/04/2020,03/04/2020,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,-,Article,Article
PMC7195029,10.1016/j.scitotenv.2020.138532,Journal Article,05/04/2020,05/04/2020,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,-,Review,Editorial
PMC7195141,10.1016/j.scitotenv.2020.138539,Journal Article,05/04/2020,05/04/2020,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Short Communication,Short Communication,Article,Article
PMC7151283,10.1016/j.scitotenv.2020.138540,Journal Article,05/04/2020,05/04/2020,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,-,Article,Article
PMC7162772,10.1016/j.scitotenv.2020.138543,Journal Article,05/04/2020,05/04/2020,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Short Communication,Short Communication,Article,Article
PMC7175865,10.1016/j.scitotenv.2020.138875,Journal Article,19/04/2020,19/04/2020,0,https://www.journals.elsevier.com/science-of-the-total-environment/editorial-board,0,0,0,Article,-,Article,Article
PMC7214287,10.1016/j.ssci.2020.104810,Journal Article,06/05/2020,06/05/2020,0,https://www.sciencedirect.com/journal/safety-science/about/editorial-board,1,0,0,Short Communication,-,Perspective,Editorial
PMC7236668,10.1016/j.surg.2020.05.007,Journal Article,01/05/2020,01/05/2020,0,https://www.journals.elsevier.com/surgery-oxford/editorial-board,0,0,0,Article,COVID-19 Pandemic ,Article,Article
PMC7320663,10.1016/j.therap.2020.06.013,Journal Article,25/06/2020,25/06/2020,0,https://www.sciencedirect.com/journal/therapies/about/editorial-board,0,0,0,Review,COVID-19,Review,Editorial
PMC7328608,10.1016/j.transci.2020.102866,Journal Article,24/06/2020,24/06/2020,0,https://www.sciencedirect.com/journal/transfusion-and-apheresis-science/about/editorial-board,0,0,0,Case report,Case report,Case report,Article
PMC7194049,10.1016/j.trim.2020.101304,Journal Article / Editorial,28/04/2020,28/04/2020,0,https://www.sciencedirect.com/journal/transplant-immunology/about/editorial-board,0,0,0,Editorial,Editorial,Editorial,Editorial
PMC7158248,10.1016/j.trsl.2020.04.007,Journal Article,09/04/2020,09/04/2020,0,https://www.journals.elsevier.com/translational-research/editorial-board,1,0,0,Case report,-,Case report,Article
PMC7153527,10.1016/j.urology.2020.04.004,Journal Article,08/04/2020,08/04/2020,0,https://www.journals.elsevier.com/urology/editorial-board,0,0,0,Special Article,Special Articles: COVID 19,Article?,Article
PMC7198432,10.1016/j.urology.2020.04.083,Journal Article,27/04/2020,27/04/2020,0,https://www.journals.elsevier.com/urology/editorial-board,0,0,0,Article,UROLOGY IN THE TIME OF COVID19,Article,Article
PMC7233200,10.1016/j.urology.2020.05.011,Journal Article,04/05/2020,04/05/2020,0,https://www.journals.elsevier.com/urology/editorial-board,0,0,0,Article,UROLOGY AND COVID-19,Article,Article
PMC7141547,10.1016/j.wombi.2020.03.011,Journal Article,26/03/2020,26/03/2020,0,https://www.sciencedirect.com/journal/women-and-birth/about/editorial-board,1,1,0,Discussion,-,Guidelines,Editorial
PMC7274642,10.1016/j.yebeh.2020.107211,Journal Article,01/06/2020,01/06/2020,0,https://www.journals.elsevier.com/epilepsy-and-behavior/editorial-board,0,0,0,Brief Communication,Brief Communication ,Article,Article
PMC7287299,10.1017/S0714980820000203,Journal Article,11/05/2020,11/05/2020,0,https://www.cambridge.org/core/journals/canadian-journal-on-aging-la-revue-canadienne-du-vieillissement/information/editorial-board,1,1,5,Statement,-,Editorial,Editorial
PMC7322149,10.1017/S1047951120001432,Journal Article / Letter,12/05/2020,12/05/2020,0,https://www.cambridge.org/core/journals/cardiology-in-the-young/information/editorial-board,0,0,1,Letter to the editor,-,Commentary,Editorial
PMC7198452,10.1017/S1049023X20000552,Journal Article,15/04/2020,15/04/2020,0,https://www.cambridge.org/core/journals/prehospital-and-disaster-medicine,0,0,2,Report,-,Perspective,Editorial
PMC7200206,10.1038/s10038-020-0771-5,Journal Article,27/04/2020,27/04/2020,0,https://www.nature.com/jhg/editors,0,0,1,Article,Article,Article,Article
PMC7184994,10.1053/j.gastro.2020.04.052,Journal Article / Review,24/04/2020,24/04/2020,0,https://www.gastrojournal.org/content/board-of-editors,1,0,0,Article,Brief Review,Review,Editorial
PMC7241550,10.1080/20961790.2020.1744400,Journal Article,16/03/2020,16/03/2020,0,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tfsr20,0,0,0,Article,Guideline,Guideline,Editorial
PMC7310206,10.1089/scd.2020.0080,Journal Article,07/05/2020,07/05/2020,0,https://home.liebertpub.com/publications/stem-cells-and-development/125/editorial-board,0,0,0,Article,Clinical Trial,Article,Article
PMC7249458,10.1089/ten.tea.2020.0094,Journal Article,09/04/2020,09/04/2020,0,https://home.liebertpub.com/publications/tissue-engineering-parts-a-b-and-c/595/editorial-board,0,0,0,Article,Original Article,Review,Editorial
PMC7197607,10.1093/dote/doaa029,Journal Article,06/04/2020,06/04/2020,0,https://academic.oup.com/dote/pages/Editorial_Board,0,0,0,Editor's choice,Editor's choice,Guideline,Editorial
PMC7184393,10.1093/jamia/ocaa037,Journal Article,18/03/2020,18/03/2020,0,https://academic.oup.com/jamia/pages/Editorial_Board,0,0,0,Article,-,Guideline,Editorial
PMC7184334,10.1093/jamia/ocaa039,Journal Article / Comment,20/03/2020,20/03/2020,0,https://academic.oup.com/jamia/pages/Editorial_Board,0,1,0,Short Communication,Perspective,Perspective,Editorial
PMC7184500,10.1093/jamia/ocaa048,Journal Article / Comment,31/03/2020,31/03/2020,0,https://academic.oup.com/jamia/pages/Editorial_Board,0,0,0,Short Communication,Perspective,Perspective,Editorial
PMC7188148,10.1093/neuros/nyaa147,Journal Article,01/04/2020,01/04/2020,0,https://academic.oup.com/neurosurgery/pages/Editorial_Board,0,0,0,Case Report,Case Report,Case Report,Article
PMC7313766,10.1093/neuros/nyaa198,Journal Article,21/04/2020,21/04/2020,0,https://academic.oup.com/neurosurgery/pages/Editorial_Board,0,0,0,Case Report,Case Report,Case Report,Article
PMC7188143,10.1093/pubmed/fdaa053,Journal Article / Letter,03/04/2020,03/04/2020,0,https://academic.oup.com/jpubhealth/pages/Editorial_Board,0,0,0,Letter to the Editor,Correspondence,Correspondence,Editorial
PMC7211041,10.1096/fba.2020-00015,Journal Article,01/04/2020,01/04/2020,0,https://faseb.onlinelibrary.wiley.com/hub/journal/15306860/homepage/editorial-board,0,0,0,Article,HYPOTHESIS,Review,Editorial
PMC7227201,10.1097/IM9.0000000000000023,Journal Article,16/04/2020,16/04/2020,0,https://journals.lww.com/imd/pages/editorialboard.aspx,1,0,1,Article,Guideline Article,Guidelines,Editorial
PMC7202097,10.1097/JCMA.0000000000000334,Journal Article / Review,10/04/2020,10/04/2020,0,https://journals.lww.com/jcma/pages/editorialboard.aspx,0,0,0,Review,Review article,Review,Editorial
PMC7273950,10.1097/MPG.0000000000002729,Journal Article,27/03/2020,27/03/2020,0,https://journals.lww.com/jpgn/Pages/editorialboard.aspx,0,0,1,Article,SPECIAL FEATURES,Article,Article
PMC7282405,10.1097/SCS.0000000000006574,Journal Article,31/03/2020,31/03/2020,0,https://journals.lww.com/jcraniofacialsurgery/Pages/editorialboard.aspx,1,0,0,Editorial,COVID-19 EDUCATIONAL SUPPLEMENT,Review,Editorial
PMC7282409,10.1097/SCS.0000000000006601,Journal Article,03/04/2020,03/04/2020,0,https://journals.lww.com/jcraniofacialsurgery/Pages/editorialboard.aspx,0,0,0,Editorial,COVID-19 EDUCATIONAL SUPPLEMENT,Review,Editorial
PMC7273945,10.1097/UPJ.0000000000000152,Journal Article,31/03/2020,31/03/2020,0,https://www.auajournals.org/pb-assets/media/UP-Editorial-Board-1582214520927.pdf,0,0,0,Article,Patient Care,Guidelines,Editorial
PMC7273943,10.1097/UPJ.0000000000000155,Journal Article,13/04/2020,13/04/2020,0,https://www.auajournals.org/pb-assets/media/UP-Editorial-Board-1582214520927.pdf,0,0,0,Article,Business of Urology,Article,Article
PMC7267670,10.1111/1462-2920.15039,Journal Article,22/04/2020,22/04/2020,0,https://sfamjournals.onlinelibrary.wiley.com/hub/journal/14622920/homepage/editorialboard.html,2,0,0,Opinion,Opinion,Opinion,Editorial
PMC7267449,10.1111/1462-2920.15053,Journal Article,29/04/2020,29/04/2020,0,https://sfamjournals.onlinelibrary.wiley.com/hub/journal/14622920/homepage/editorialboard.html,2,0,0,Opinion,Opinion,Opinion,Editorial
PMC7301044,10.1111/1744-9987.13531,Journal Article,01/06/2020,01/06/2020,0,https://onlinelibrary.wiley.com/page/journal/17449987/homepage/editorialboard.html,1,0,2,Article,Original article,Guidelines,Editorial
PMC7272962,10.1111/aos.14456,Journal Article,07/04/2020,07/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17553768/homepage/EditorialBoard.html,0,0,0,Case series,Case series,Case Report,Article
PMC7264657,10.1111/cjag.12227,Journal Article,07/04/2020,07/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,Special issue article,Perspective,Editorial
PMC7264581,10.1111/cjag.12228,Journal Article,06/04/2020,06/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,1,Article,Special issue article,Article,Article
PMC7264769,10.1111/cjag.12230,Journal Article,08/04/2020,08/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,SPECIAL ISSUE ARTICLE ,Perspective,Editorial
PMC7264629,10.1111/cjag.12231,Journal Article,13/04/2020,13/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,SPECIAL ISSUE ARTICLE ,Perspective,Editorial
PMC7264784,10.1111/cjag.12233,Journal Article,14/04/2020,14/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,SPECIAL ISSUE ARTICLE ,Perspective,Editorial
PMC7264801,10.1111/cjag.12234,Journal Article,14/04/2020,14/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,SPECIAL ISSUE ARTICLE ,Perspective,Editorial
PMC7264623,10.1111/cjag.12235,Journal Article,14/04/2020,14/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,SPECIAL ISSUE ARTICLE ,Perspective,Editorial
PMC7264797,10.1111/cjag.12236,Journal Article,16/04/2020,16/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,SPECIAL ISSUE ARTICLE ,Perspective,Editorial
PMC7264576,10.1111/cjag.12237,Journal Article,15/04/2020,15/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,SPECIAL ISSUE ARTICLE ,Perspective,Editorial
PMC7264542,10.1111/cjag.12239,Journal Article,17/04/2020,17/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,SPECIAL ISSUE ARTICLE ,Perspective,Editorial
PMC7264609,10.1111/cjag.12240,Journal Article,17/04/2020,17/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,SPECIAL ISSUE ARTICLE ,Perspective,Editorial
PMC7264577,10.1111/cjag.12241,Journal Article,18/04/2020,18/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,1,0,0,Article,SPECIAL ISSUE ARTICLE ,Perspective,Editorial
PMC7264603,10.1111/cjag.12243,Journal Article,18/04/2020,18/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,SPECIAL ISSUE ARTICLE ,Perspective,Editorial
PMC7267173,10.1111/cjag.12246,Journal Article,21/04/2020,21/04/2020,0,https://onlinelibrary.wiley.com/page/journal/17447976/homepage/editorialboard.html,0,0,0,Article,SPECIAL ISSUE ARTICLE ,Perspective,Editorial
PMC7228311,10.1111/echo.14664,Journal Article / Review,30/03/2020,30/03/2020,0,https://onlinelibrary.wiley.com/page/journal/15408175/homepage/editorialboard.html,0,0,0,Review,Review article,Perspective,Editorial
PMC7228371,10.1111/head.13810,Journal Article,27/03/2020,27/03/2020,0,https://headachejournal.onlinelibrary.wiley.com/hub/journal/15264610/editorialboard.html,0,1,0,Review,Special article,Review,Editorial
PMC7322986,10.1111/imj.14862,Journal Article,15/04/2020,15/04/2020,0,https://onlinelibrary.wiley.com/page/journal/14455994/homepage/editorialboard.html,0,0,1,Viewpoint,Personal Viewpoint,Viewpoint,Editorial
PMC7167008,10.1111/jebm.12376,Journal Article,29/01/2020,29/01/2020,0,https://onlinelibrary.wiley.com/page/journal/17565391/homepage/editorialboard.html,0,0,0,Article,Article,Article,Article
PMC7228241,10.1111/jgs.16443,Journal Article,19/03/2020,19/03/2020,0,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,0,0,1,Article,Brief Report ,Review,Editorial
PMC7262210,10.1111/jgs.16477,Journal Article,06/04/2020,06/04/2020,0,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,2,0,1,Article,Special Article,Guideline,Editorial
PMC7267600,10.1111/jgs.16510,Journal Article,22/04/2020,22/04/2020,0,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,2,0,2,Article,Special Article,Guideline,Editorial
PMC7267615,10.1111/jgs.16537,Journal Article,30/04/2020,30/04/2020,0,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,1,0,0,Article,Special Article,Guideline,Editorial
PMC7267288,10.1111/jgs.16539,Journal Article,30/04/2020,30/04/2020,0,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,1,0,0,Article,Special Article,Guideline,Editorial
PMC7323317,10.1111/jgs.16642,Journal Article,19/05/2020,19/05/2020,0,https://onlinelibrary.wiley.com/page/journal/15325415/homepage/editorialboard.html,0,0,0,Brief Report,Brief Report,Case report,Article
PMC7267532,10.1111/jpc.14903,Journal Article,09/04/2020,09/04/2020,0,https://onlinelibrary.wiley.com/page/journal/14401754/homepage/editorialboard.html,0,0,0,Article,Original Article ,Article,Article
PMC7264774,10.1111/jth.14869,Journal Article,20/04/2020,20/04/2020,0,https://onlinelibrary.wiley.com/page/journal/15387836/homepage/editorialboard.html,0,0,0,Article,Brief report,Article,Article
PMC7267083,10.1111/mcn.13036,Journal Article / Editorial,08/05/2020,08/05/2020,0,https://onlinelibrary.wiley.com/page/journal/17408709/homepage/editorialboard.html,2,1,0,Editorial,Editorial,Editorial,Editorial
PMC7264528,10.1111/pan.13889,Journal Article,14/04/2020,14/04/2020,0,https://onlinelibrary.wiley.com/page/journal/14609592/homepage/editorialboard.html,0,1,0,Review,Educational review,Review,Editorial
PMC7267124,10.1111/risa.13500,Journal Article / Comment,20/04/2020,20/04/2020,0,https://onlinelibrary.wiley.com/page/journal/15396924/homepage/editorialboard.html,0,0,0,Commentary,Commentary,Review,Editorial
PMC7267607,10.1111/trf.15843,Journal Article / Review,25/04/2020,25/04/2020,0,https://onlinelibrary.wiley.com/page/journal/15372995/homepage/editorialboard.html,0,0,0,Review,Rapid Review,Review,Editorial
PMC7211064,10.1136/esmoopen-2020-000765,Journal Article / Review,27/03/2020,27/03/2020,0,https://esmoopen.bmj.com/pages/editorial-board/,0,0,0,Review,Review,Perspective,Editorial
PMC7231546,10.1136/medethics-2020-106314,Journal Article,16/04/2020,16/04/2020,0,https://jme.bmj.com/pages/editorial-board/,0,0,0,Article,Current controversy ,Perspective,Editorial
PMC7246095,10.1136/tsaco-2020-000511,Journal Article,11/05/2020,11/05/2020,0,https://tsaco.bmj.com/pages/editorial-board/,0,1,0,Opinion,Current opinion,Guidelines,Editorial
PMC7211097,10.1136/wjps-2020-000126,Journal Article / Review,13/03/2020,13/03/2020,0,https://wjps.bmj.com/pages/editorial-board/,1,0,0,Review,Review,Review,Editorial
PMC7179526,10.1159/000507537,Journal Article / Editorial,27/03/2020,27/03/2020,0,https://www.karger.com/Journal/EditorialBoard/223997,1,0,1,Editorial,Editorial,Editorial,Article
PMC7251585,10.1159/000507898,Journal Article,14/04/2020,14/04/2020,0,https://www.karger.com/Journal/EditorialBoard/224278,1,2,1,Article,-,Guidelines,Editorial
PMC7234208,10.11606/s1518-8787.2020054002596,Journal Article,28/04/2020,28/04/2020,0,https://www.scielo.br/revistas/rsp/iedboard.htm,0,0,0,Article,Original article,Article,Article
PMC7267742,10.1177/0194599820930214,Journal Article,07/05/2020,07/05/2020,0,https://journals.sagepub.com/editorial-board/OTO,0,0,0,Article,Original research,Article,Article
PMC7240315,10.1177/0194599820930245,Journal Article,05/05/2020,05/05/2020,0,https://journals.sagepub.com/editorial-board/OTO,0,0,0,Article,Original research,Article,Article
PMC7251624,10.1177/0194599820931805,Journal Article,05/05/2020,05/05/2020,0,https://journals.sagepub.com/editorial-board/OTO,0,0,0,Article,Original research,Article,Article
PMC7288859,10.1177/0733464820924853,Journal Article / Comment,20/04/2020,20/04/2020,0,https://journals.sagepub.com/editorial-board/JAG,0,0,1,Commentary,Covid-19 commentary,Commentary,Editorial
PMC7189614,10.1177/2048872620922795,Journal Article / Review,08/04/2020,08/04/2020,0,https://journals.sagepub.com/editorial-board/ACC,0,0,0,Review,Review,Review,Editorial
PMC7273559,10.1177/2473974X20933566,Journal Article,20/05/2020,20/05/2020,0,https://journals.sagepub.com/editorial-board/OPN,0,0,0,Article,Patient Safety/Quality Improvement,Article,Editorial
PMC7281885,10.1177/2473974X20934770,Journal Article / Comment,21/05/2020,21/05/2020,0,https://journals.sagepub.com/editorial-board/OPN,0,0,0,Commentary,Commentary,Commentary,Editorial
PMC7290271,10.1177/2473974X20936658,Journal Article / Comment,20/05/2020,20/05/2020,0,https://journals.sagepub.com/editorial-board/OPN,0,0,0,Commentary,Commentary,Commentary,Editorial
PMC7236831,10.1183/13993003.01227-2020,Journal Article / Letter,17/04/2020,17/04/2020,0,https://erj.ersjournals.com/journal/editorial-board,0,0,1,Letter to the editor,Correspondance,Correspondance,Editorial
PMC7236835,10.1183/13993003.01445-2020,Journal Article / Editorial,28/04/2020,28/04/2020,0,https://erj.ersjournals.com/journal/editorial-board,0,0,1,Editorial,Editorial,Editorial,Editorial
PMC7243393,10.1183/13993003.01812-2020,Journal Article / Letter,15/05/2020,15/05/2020,0,https://erj.ersjournals.com/journal/editorial-board,0,0,0,Letter to the editor,Correspondance,Correspondance,Editorial
PMC7269684,10.1186/s13063-020-04387-y,Journal Article / Letter,06/05/2020,06/05/2020,0,https://trialsjournal.biomedcentral.com/about/editorial-board,0,0,0,Article,Letter,Trial registration,Editorial
